product_name,product_link,product_img_link,category,components
"Кофейный напиток Jacobs Cappuccino, 400 г",https://arbuz.kz/ru/almaty/catalog/item/306178-kofeinyi_napitok_jacobs_cappuccino_400_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/306178-kofeinyi_napitok_jacobs_cappuccino_400_g.jpg?w=460&h=460&_c=1724566226,Вода и напитки/Кофе и какао,"Jacobs
К товарам бренда"
Кофе Jacobs Caramel Latte 3в1 растворимый 24 г,https://arbuz.kz/ru/almaty/catalog/item/264762-kofe_jacobs_caramel_latte_3v1_rastvorimyi_24_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/264762-kofe_jacobs_caramel_latte_3v1_rastvorimyi_24_g.jpg?w=460&h=460&_c=1737599303,Вода и напитки/Кофе и какао,"Jacobs
К товарам бренда"
Кофе Jacobs Monarch растворимый сублимированный 190 г,https://arbuz.kz/ru/almaty/catalog/item/263474-kofe_jacobs_monarch_rastvorimyi_sublimirovannyi_190_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/file_name__bab79246-ba31-4610-89f8-62ec9d13260d-8714599512081-1_jpg.jpg?w=%w&h=%h&_c=1734671753,Вода и напитки/Кофе и какао,"Jacobs
К товарам бренда"
"Кофе Jacobs Monarch натуральный растворимый сублимированный, 130 г",https://arbuz.kz/ru/almaty/catalog/item/310568-kofe_jacobs_monarch_naturalnyi_rastvorimyi_sublimirovannyi_130_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/file_name__aed54c2e-3dbe-40f1-ac5d-bd922a6fcc44-8714599512197-1_jpg.jpg?w=%w&h=%h&_c=1734671794,Вода и напитки/Кофе и какао,100% сублимированный растворимый кофе
Кофе Jacobs Brazilian Selection натуральный растворимый сублимированный 95 г,https://arbuz.kz/ru/almaty/catalog/item/275133-kofe_jacobs_brazilian_selection_naturalnyi_rastvorimyi_sublimirovannyi_95_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/275133-kofe_jacobs_brazilian_selection_naturalnyi_rastvorimyi_sublimirovannyi_95_g.jpg?w=460&h=460&_c=1722682762,Вода и напитки/Кофе и какао,"Jacobs
К товарам бренда"
Кофе Jacobs Hazelnut со ароматом лесного ореха 3в1 растворимый 15 г,https://arbuz.kz/ru/almaty/catalog/item/264760-kofe_jacobs_hazelnut_so_aromatom_lesnogo_oreha_3v1_rastvorimyi_15_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/264760-kofe_jacobs_hazelnut_so_aromatom_lesnogo_oreha_3v1_rastvorimyi_15_g.jpg?w=460&h=460&_c=1733369333,Вода и напитки/Кофе и какао,"Jacobs
К товарам бренда"
Кофе Jacobs Monarch Plus FD 3в1 растворимый 15 г,https://arbuz.kz/ru/almaty/catalog/item/264758-kofe_jacobs_monarch_plus_fd_3v1_rastvorimyi_15_g_?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/264758-kofe_jacobs_monarch_3v1_rastvorimyi_15_g.jpg?w=460&h=460&_c=1733730521,Вода и напитки/Кофе и какао,"Jacobs
К товарам бренда"
Кофе Jacobs Monarch растворимый 1.8 г,https://arbuz.kz/ru/almaty/catalog/item/309643-kofe_jacobs_monarch_rastvorimyi_1_8_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/309643-kofe_jacobs_monarch_rastvorimyi_1_8_g.jpg?w=460&h=460&_c=1727768133,Вода и напитки/Кофе и какао,"Jacobs
К товарам бренда"
Кофе Jacobs Intense 3в1 растворимый 12 г,https://arbuz.kz/ru/almaty/catalog/item/276927-kofe_jacobs_intense_3v1_rastvorimyi_12_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/image__276927-kofe_jacobs_intense_3v1_rastvorimyi_12_g.jpg?w=460&h=460&_c=1729154013,Вода и напитки/Кофе и какао,"Jacobs
К товарам бренда"
"Кофе Jacobs Cappuccino 3в1 растворимый 12,5 г 1 шт",https://arbuz.kz/ru/almaty/catalog/item/276816-kofe_jacobs_cappuccino_3v1_rastvorimyi_12_5_g_1_sht?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/276816-kofe_jacobs_cappuccino_3v1_rastvorimyi_12_5_g_1_sht.png?w=460&h=460&_c=1730358513,Вода и напитки/Кофе и какао,"Jacobs
К товарам бренда"
Кофе Jacobs Iced Latte 3в1 растворимый 21 г,https://arbuz.kz/ru/almaty/catalog/item/264754-kofe_jacobs_iced_latte_3v1_rastvorimyi_21_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/264754-kofe_jacobs_iced_latte_3v1_rastvorimyi_21_g.jpg?w=460&h=460&_c=1737168904,Вода и напитки/Кофе и какао,"Jacobs
К товарам бренда"
Кофе Jacobs Classic Капучино 3в1 растворимый 17 г,https://arbuz.kz/ru/almaty/catalog/item/264756-kofe_jacobs_classic_kapuchino_3v1_rastvorimyi_17_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/264756-kofe_jacobs_classic_kapuchino_3v1_rastvorimyi_21_g.jpg?w=460&h=460&_c=1736496349,Вода и напитки/Кофе и какао,"Jacobs
К товарам бренда"
Чипсы Grizzly натуральные со вкусом сладкого чили 55 г,https://arbuz.kz/ru/almaty/catalog/item/279632-chipsy_grizzly_naturalnye_so_vkusom_sladkogo_chili_55_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/279632-chipsy_grizzly_naturalnye_so_vkusom_sladkogo_chili_55_g.png?w=460&h=460&_c=1733138742,"Орехи, сухофрукты и снеки/Чипсы","Grizzly
К товарам бренда"
"Чипсы Grizzly Cheese в тубусе, 70 г",https://arbuz.kz/ru/almaty/catalog/item/322527-chipsy_grizzly_cheese_v_tubuse_70_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/image__322527-chipsy_grizzly_cheese_v_tubuse_70_g.jpg?w=460&h=460&_c=1733726688,"Орехи, сухофрукты и снеки/Чипсы","порошок картофельный, крахмал картофельный, масло растительное, сахар, соль, эмульгатор (растительное масло),порошок сырный(порошок соленого сыра, гидролизованный растительный белок, мальтодекстрин, сахар, натуральный экстракт паприки, антислеживающий агент(диоксид кремния)).Может содержать следы сои, яйца, молоко, арахиса, орехов, кунжута, злаков, содержащих глютен, моллюсков, ракообразных, рыбы и продуктов их переработки."
Чипсы Grizzly натуральные со вкусом сметаны и лука 55 г,https://arbuz.kz/ru/almaty/catalog/item/255293-chipsy_grizzly_naturalnye_so_vkusom_smetany_i_luka_55_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/255293-chipsy_grizzly_naturalnye_so_vkusom_smetany_i_luka_55_g.jpg?w=460&h=460&_c=1737265441,"Орехи, сухофрукты и снеки/Чипсы","Grizzly
К товарам бренда"
"Чипсы Grizzly натуральные, чили кон кесо 55 г",https://arbuz.kz/ru/almaty/catalog/item/316530-chipsy_grizzly_naturalnye_chili_kon_keso_55_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/image__316530-chipsy_grizzly_naturalnye_chili_kon_keso_55_g.jpg?w=460&h=460&_c=1735810767,"Орехи, сухофрукты и снеки/Чипсы","Масло растительное, смесь вкусовая ""Сыпный соус Чили"" ( соль повареная экстра, глюкоза пищевая кристалическая гидратная, мальтодекстрин, сахар белый, усилители вкуса и аромата (глутамат натрия 1- замещенный, 5-Инозинат натрия, 2-замещенный (не животного происхождения) , 5-Гуанилат натрия, 2- замещеный, мука пшеничная ароматизаторы ( содержан аллерген молоко и молочные продукты вкл. лактоза) антислеживающий агент, диоксид кремния аморфный, регулятор кислотности (лимоная кислота). красители (куркумин, экстрат паприки)"
Чипсы Grizzly натуральные со вкусом шашлыка 55 г,https://arbuz.kz/ru/almaty/catalog/item/255291-chipsy_grizzly_naturalnye_so_vkusom_shashlyka_55_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/255291-chipsy_grizzly_naturalnye_so_vkusom_shashlyka_55_g.jpg?w=460&h=460&_c=1733138562,"Орехи, сухофрукты и снеки/Чипсы","Grizzly
К товарам бренда"
"Чипсы Grizzly со вкусом сыра и лука, 130 г",https://arbuz.kz/ru/almaty/catalog/item/308561-chipsy_grizzly_so_vkusom_syra_i_luka_130_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/308561-chipsy_grizzly_so_vkusom_syra_i_luka_130_g.jpg?w=460&h=460&_c=1731576301,"Орехи, сухофрукты и снеки/Чипсы","порошок картофельный, крахмал картофельный, масло растительное, сахар, соль, сырно-луковый порошок (сырный порошок чедер, луковый порошок) порошок чеснока, порошок уксуса, гидролизат растительного белка "
Чипсы Grizzly пластинки ребрышки на гриле 45 г,https://arbuz.kz/ru/almaty/catalog/item/320758-chipsy_grizzly_plastinki_rebryshki_na_grile_45_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/file_name__5f65b39e-6f45-404d-acbc-8bc1dedfdc57-img_5715_jpg.jpg?w=%w&h=%h&_c=1738056659,"Орехи, сухофрукты и снеки/Чипсы","Пюре картофельное, мука пшеничная, крахмал кукурузный, крупа манная, масло подсолнечное, комплексная пищевая добавка ребрышки на гриле (сахар, соль, лук-порошок, усилители вкуса и аромата), паприка порошок, регуляторы кислотности (ацетаты натрия, лимонная кислота), томаты порошок, мальтодекстрин, дрожжевой экстракт, жир растительный, натуральные вкусоароматические вещества, специи, красители (сахарный коллер, экстракт паприки), антикомкователь."
"Чипсы Grizzly Original в тубусе, 70 г",https://arbuz.kz/ru/almaty/catalog/item/322525-chipsy_grizzly_original_v_tubuse_70_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/image__322525-chipsy_grizzly_original_v_tubuse_70_g.jpg?w=460&h=460&_c=1733726687,"Орехи, сухофрукты и снеки/Чипсы","порошок картофельный, крахмал картофельный, масло растительное, сахар, соль, эмульгатор (растительное масло), порошок мягкой соли (соль, крахмал картофельный, соя, мальтодекстрин, сахар, антислеживающий агент (диоксид кремния). Может содержать следы сои, яйца, молока, арахиса, орехов, кунжута, злаков содержащих глютен, моллюсков, ракообразных, рыбы и продуктов их переработки."
"Чипсы Grizzly BBQ в тубусе, 70 г",https://arbuz.kz/ru/almaty/catalog/item/322526-chipsy_grizzly_bbq_v_tubuse_70_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/image__322526-chipsy_grizzly_bbq_v_tubuse_70_g.jpg?w=460&h=460&_c=1733726689,"Орехи, сухофрукты и снеки/Чипсы","порошок картофельный, крахмал картофельный, масло растительное, сахар, соль, эмульгатор (растительное масло),порошок для барбекю(томатный порошок, паприка порошок, лук репчатый порошок), порошок перца, соевый соус, мальтодекстрин, агент антислеживающий (диоксид кремния аморфный). Может содержать следы сои, яйца, молока, арахиса, орехов, кунжута, злаков содержащих глютен, моллюсков, ракообразных, рыбы, продуктов их переработки."
Чипсы Grizzly пластинки сладкий чили 45 г,https://arbuz.kz/ru/almaty/catalog/item/320763-chipsy_grizzly_plastinki_sladkii_chili_45_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/image__320763-chipsy_grizzly_plastinki_sladkii_chili_45_g.jpg?w=460&h=460&_c=1732693677,"Орехи, сухофрукты и снеки/Чипсы","Пюре картофельное, мука пшеничная, крахмал кукурузный, крупа манная, масло подсолнечное, комплексная пищевая добавка сладкий перец чили (сахар, соль, лук-порошок, усилители вкуса и аромата), паприка порошок, регуляторы кислотности (ацетаты натрия, лимонная кислота), томаты порошок, мальтодекстрин, дрожжевой экстракт, жир растительный, натуральные вкусоароматические вещества, специи, красители (сахарный коллер, экстракт паприки), антикомкователь."
Чипсы Grizzly натуральные со вкусом краба 55 г,https://arbuz.kz/ru/almaty/catalog/item/255289-chipsy_grizzly_naturalnye_so_vkusom_kraba_55_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/255289-chipsy_grizzly_naturalnye_so_vkusom_kraba_55_g.jpg?w=460&h=460&_c=1729339059,"Орехи, сухофрукты и снеки/Чипсы","Grizzly
К товарам бренда"
Чипсы Grizzly натуральные со вкусом паприки 110 г,https://arbuz.kz/ru/almaty/catalog/item/255285-chipsy_grizzly_naturalnye_so_vkusom_papriki_110_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/255285-chipsy_grizzly_naturalnye_so_vkusom_papriki_110_g.jpg?w=460&h=460&_c=1731490139,"Орехи, сухофрукты и снеки/Чипсы","Grizzly
К товарам бренда"
Чипсы Grizzly натуральные со вкусом сыра 110 г,https://arbuz.kz/ru/almaty/catalog/item/255287-chipsy_grizzly_naturalnye_so_vkusom_syra_110_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/255287-chipsy_grizzly_naturalnye_so_vkusom_syra_110_g.jpg?w=460&h=460&_c=1733138813,"Орехи, сухофрукты и снеки/Чипсы","Grizzly
К товарам бренда"
"Чипсы Grizzly cо вкусом краба, 130 г",https://arbuz.kz/ru/almaty/catalog/item/308559-chipsy_grizzly_co_vkusom_kraba_130_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/308559-chipsy_grizzly_co_vkusom_kraba_130_g.jpg?w=460&h=460&_c=1731576307,"Орехи, сухофрукты и снеки/Чипсы","порошок картофельный, крахмал картофельный, масло растительное, сахар, соль, порошок крабовый, порошок креветочный (краб, криветки, соевые бобы, вода), дрожжи, мальтодекстрин.ю усилитель вкуса и ароматизатор"
"Чипсы Grizzly картофельные в тубусе, паприка 130 г",https://arbuz.kz/ru/almaty/catalog/item/312263-chipsy_grizzly_kartofelnye_v_tubuse_paprika_130_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/image__312263-chipsy_grizzly_kartofelnye_v_tubuse_paprika_130_g.jpg?w=460&h=460&_c=1731576299,"Орехи, сухофрукты и снеки/Чипсы","Порошок картофельный, крахмал картофельный, масло растительное, сахар, соль,порошок чеснока, порошок лука, ,белки - 5,5гр., жиры -27,3гр., углеводы - 63,2гр., энергетическая ценность/калорийность - 2194кДж/524калл."
"Чипсы Grizzly картофельные в тубусе с сыром, 130 г",https://arbuz.kz/ru/almaty/catalog/item/312266-chipsy_grizzly_kartofelnye_v_tubuse_s_syrom_130_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/image__312266-chipsy_grizzly_kartofelnye_v_tubuse_s_syrom_130_g.jpg?w=460&h=460&_c=1731576300,"Орехи, сухофрукты и снеки/Чипсы","Порошок картофельный, крахмал картофельный, масло растительное, сахар, соль,порошок чеснока, порошок лука, ,белки - 4,6гр., жиры -26,9гр., углеводы - 64,5гр., энергетическая ценность/калорийность - 2170кДж/518калл."
Чипсы Grizzly натуральные со вкусом сыра 55 г,https://arbuz.kz/ru/almaty/catalog/item/255290-chipsy_grizzly_naturalnye_so_vkusom_syra_55_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/255290-chipsy_grizzly_naturalnye_so_vkusom_syra_60_g.jpg?w=460&h=460&_c=1721193682,"Орехи, сухофрукты и снеки/Чипсы","Grizzly
К товарам бренда"
"Чипсы Grizzly картофельные в тубусе original, 130 г",https://arbuz.kz/ru/almaty/catalog/item/312258-chipsy_grizzly_kartofelnye_v_tubuse_original_130_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/image__312258-chipsy_grizzly_kartofelnye_v_tubuse_original_130_g.jpg?w=460&h=460&_c=1731576224,"Орехи, сухофрукты и снеки/Чипсы","Порошок картофельный, крахмал картофельный, масло растительное, сахар, соль, порошок чеснока, порошок лука, ,белки - 4,3гр., жиры -25,9гр., углеводы - 61,6гр., энергетическая ценность/калорийность - 2079кДж/496калл."
"Чипсы Grizzly со вкусом BBQ, 130 г",https://arbuz.kz/ru/almaty/catalog/item/308562-chipsy_grizzly_so_vkusom_bbq_130_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/308562-chipsy_grizzly_so_vkusom_bbq_130_g.jpg?w=460&h=460&_c=1731576304,"Орехи, сухофрукты и снеки/Чипсы","порошок картофельный, крахмал картофельный, масло растительное, сахар, соль, порошок барбекю (томатный порошок, паприка порошок, лук репчатый порошок) порошок перца, соевый соус"
Чипсы Grizzly натуральные со вкусом краба 110 г,https://arbuz.kz/ru/almaty/catalog/item/255284-chipsy_grizzly_naturalnye_so_vkusom_kraba_110_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/255284-chipsy_grizzly_naturalnye_so_vkusom_kraba_110_g.jpg?w=460&h=460&_c=1733139598,"Орехи, сухофрукты и снеки/Чипсы","Grizzly
К товарам бренда"
Чипсы Grizzly натуральные со вкусом сметаны и лука 110 г,https://arbuz.kz/ru/almaty/catalog/item/255286-chipsy_grizzly_naturalnye_so_vkusom_smetany_i_luka_110_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/255286-chipsy_grizzly_naturalnye_so_vkusom_smetany_i_luka_110_g.jpg?w=460&h=460&_c=1723535284,"Орехи, сухофрукты и снеки/Чипсы","Grizzly
К товарам бренда"
Чипсы Grizzly натуральные со вкусом колбасок гриль в горчичном соусе 55 г,https://arbuz.kz/ru/almaty/catalog/item/279631-chipsy_grizzly_naturalnye_so_vkusom_kolbasok_gril_v_gorchichnom_souse_55_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/279631-chipsy_grizzly_naturalnye_so_vkusom_kolbasok_gril_v_gorchichnom_souse_55_g.jpg?w=460&h=460&_c=1731490132,"Орехи, сухофрукты и снеки/Чипсы","Grizzly
К товарам бренда"
Чипсы Grizzly натуральные со вкусом шашлыка 110 г,https://arbuz.kz/ru/almaty/catalog/item/255288-chipsy_grizzly_naturalnye_so_vkusom_shashlyka_110_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/255288-chipsy_grizzly_naturalnye_so_vkusom_shashlyka_110_g.jpg?w=460&h=460&_c=1733997978,"Орехи, сухофрукты и снеки/Чипсы","Grizzly
К товарам бренда"
"Гарлики Flint со вкусом чеснока, 90 г",https://arbuz.kz/ru/almaty/catalog/item/320761-garliki_flint_so_vkusom_chesnoka_90_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/image__320761-garliki_flint_so_vkusom_chesnoka_90_g.jpg?w=460&h=460&_c=1733987652,"Орехи, сухофрукты и снеки/Сухарики и снеки","Хлеб ржаной (мука ржаная обдирная, вода, патока крахмальная, солодовый экстракт, соль, дрожжи прессованные, кориандр), фракция масла растительного, пальмовый олеин, ароматизатор чеснок (соль, мука пшеничная, чесночный порошок, усилители вкуса и аромата: глутомат натрия 1-замещенный, 5'-гуанилат натрия 2-замещенный, 5'- ионизат натрия 2-замещенный; сахар, зелень сушеная, натуральные вкусоароматические вещества, регуляторы кислотности: ацетат натрия, лимонная кислота, жир растительный.)"
"Гарлики Flint со вкусом томат спайси, 90 г",https://arbuz.kz/ru/almaty/catalog/item/311843-garliki_flint_so_vkusom_tomat_spaisi_90_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/file_name__86a0e9b8-5f27-473d-b01f-ac87faa3e1ed-4870209746889_jpg.jpg?w=%w&h=%h&_c=1718083397,"Орехи, сухофрукты и снеки/Сухарики и снеки","Хлеб ржаной масло подсолнечное рафинированное, ароматизатор ""томат спайси"",мальтодекстрин, томатный порошок, луковый порошок, регуляторы кислотности, порошок паприки, дрожжевой экстракт, жир растительный."
Гарлики Flint со вкусом телятина с аджикой 90 г,https://arbuz.kz/ru/almaty/catalog/item/311842-garliki_flint_so_vkusom_telyatina_s_adzhikoi_90_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/file_name__778ed41b-ebe6-4732-8ec0-f0662c0c78bd-4870209746896_jpg.jpg?w=%w&h=%h&_c=1718084651,"Орехи, сухофрукты и снеки/Сухарики и снеки","Хлеб ржаной (мука ржаная обдирная, вода, патока крахмальная, солодовый экстракт, соль, дрожжи прессованные, кориандр), масло подсолнечное рафинированное, ароматизатор «Говядина со специями» (соль, сахар, мальтодекстрин, усилители вкуса и аромата: глутамат натрия 1-замещенный, 5`-гуанилат натрия 2-замещенный, 5`-инозинат натрия 2-замещенный; луковый порошок, жир растительный, регуляторы кислотности: лимонная кислота, ацетаты натрия; натуральные вкусоароматические вещества, вкусоароматические вещества, дрожжевой экстракт, краситель экстракт паприки, агент антислеживающий диоксид кремния аморфный)."
Гарлики Flint со вкусом копченого курта 90 г,https://arbuz.kz/ru/almaty/catalog/item/320760-garliki_flint_so_vkusom_kopchenogo_kurta_90_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/image__320760-garliki_flint_so_vkusom_kopchenogo_kurta_90_g.jpg?w=460&h=460&_c=1733987654,"Орехи, сухофрукты и снеки/Сухарики и снеки","Хлеб ржаной (мука ржаная обдирная, вода, патока крахмальная, солодовый экстракт, соль, дрожжи прессованные, кориандр),фракция масла растительного, пальмовый олеин, ароматизатор курт копченый (мальтодекстрин, соль, сухое цельное молоко, вкусоароматические вещества, регуляторы кислотности: ацетат натрия, лимонная кислота, жир растительный.)

 "
"Сухарики Flint багет королевские грибы, 60 г",https://arbuz.kz/ru/almaty/catalog/item/313626-suhariki_flint_baget_korolevskie_griby_60_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/image__313626-suhariki_flint_baget_korolevskie_griby_60_g.jpg?w=460&h=460&_c=1733139076,"Орехи, сухофрукты и снеки/Сухарики и снеки","Хлеб (мука пшеничная 1 сорт, вода,закваска,соль, сахар, масло растительное, дрожжи прессованные), масло подсолнечное рафинированное, комплексная пищевая добавка «Сливочный соус с зеленым луком» (мальтодекстрин, соль, сахар, луковый порошок, усилители вкуса и аромата (глутамат натрия 1-замещенный, 5`-инозинат натрия 2-замещенный), жир растительный, регуляторы кислотности (молочная кислота, лактат кальция,лимонная кислота), вкусоароматические вещества, антислеживающий агент соли жирных кислот натрия, калия и кальция, глюкозный сироп, фракция масла растительного пальмовый олеин, красители (куркумин, экстракт паприки)."
Сухарики Flint багет сливочный сыр 60 г,https://arbuz.kz/ru/almaty/catalog/item/313631-suhariki_flint_baget_slivochnyi_syr_60_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/file_name__aebce97a-98e7-4f83-98da-59c26140ce31-img_1095_jpg.jpg?w=%w&h=%h&_c=1726634702,"Орехи, сухофрукты и снеки/Сухарики и снеки","Хлеб (мука пшеничная 1 сорт, масло растительное, вода, соль, закваска, сахар, дрожжи прессованные), масло подсолнечное рафинированное, комплексная пищевая добавка «Сырный соус с луком» (соль, обезвоженный лук, сахар, усилитель вкуса и аромата глутамат натрия 1-замещенный, ароматизатор, регулятор кислотности лимонная кислота, крахмал, масло подсолнечное рафинированное, агент антислеживающий орто-Фосфат кальция 3-замещенный, краситель: экстракт паприки)."
"Гренки Flint ржаные со вкусом телятина с аджикой, 180 г",https://arbuz.kz/ru/almaty/catalog/item/257283-grenki_flint_rzhanye_so_vkusom_telyatina_s_adzhikoi_180_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/257283-grenki_flint_rzhanye_so_vkusom_telyatina_s_adzhikoi_180_g.jpg?w=460&h=460&_c=1726753529,"Орехи, сухофрукты и снеки/Сухарики и снеки","Хлеб (мука ржаная обдирная 80%, вода, мука пшеничная, патока, солодовый экстракт, соль, дрожжи прессованные, кориандр), масло подсолнечное рафинированное дезодорированное, комплексная пищевая добавка ""Телятина с аджикой"" 8% (мальтодекстрин, соль, сахарная пудра, усилители вкуса и аромата (глутамат натрия 1-замещенный, 5'-гуанилат натрия 2-замещенный, 5'-инозинат натрия 2-замещенный), сухая молочная сыворотка, глюкоза кристаллическая, овощной порошок, ароматизатор ""Телятина"", ароматизаторы ""Чили"", ""Лавровый лист"","" Базилик"", регулятор кислотности (лимонная кислота), натуральный краситель (экстракт паприки), добавка, препятствующая слеживанию и комкованию (диоксид кремния аморфный), порошок мяса говядины)."
"Гренки Flint ржаные со вкусом телятины с аджикой, 100 г",https://arbuz.kz/ru/almaty/catalog/item/255255-grenki_flint_rzhanye_so_vkusom_telyatiny_s_adzhikoi_100_g?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/image__255255-grenki_flint_rzhanye_so_vkusom_telyatiny_s_adzhikoi_100_g.jpg?w=460&h=460&_c=1731901598,"Орехи, сухофрукты и снеки/Сухарики и снеки","Хлеб (мука ржаная обдирная 80%, вода, мука пшеничная, патока, солодовый экстракт, соль, дрожжи прессованные, кориандр), масло подсолнечное рафинированное дезодорированное, комплексная пищевая добавка ""Телятина с аджикой"" 8% (мальтодекстрин, соль, сахарная пудра, усилители вкуса и аромата (глутамат натрия 1-замещенный, 5'-гуанилат натрия 2-замещенный, 5'-инозинат натрия 2-замещенный), сухая молочная сыворотка, глюкоза кристаллическая, овощной порошок, ароматизатор ""Телятина"", ароматизаторы ""Чили"", ""Лавровый лист"","" Базилик"", регулятор кислотности (лимонная кислота), натуральный краситель (экстракт паприки), добавка, препятствующая слеживанию и комкованию (диоксид кремния аморфный), порошок мяса говядины)."
Напиток Zigi-Zagi со вкусом Мохито 450 мл,https://arbuz.kz/ru/almaty/catalog/item/311361-napitok_zigi-zagi_so_vkusom_mohito_450_ml?ref=catalog,https://arbuz.kz/image/s3/arbuz-kz-products/image__311361-napitok_zigizagi_so_vkusom_mohito_450_ml.jpg?w=460&h=460&_c=1730863363,Вода и напитки/Соки и морсы,"Вода питьевая подготовленная, сахар, регуляторы кислотности (лимонная кислота, цитрат натрия, ароматизаторы), замутнитель (эмульгатор гуммиарабик, стабилизатор эфиры глицерина и смоляных кислот), консервант (бензоат натрия)."
